condition,cosine_distance_to_centroid
self_ref_paper,0.04666758921294456
self_ref_paper,0.05650506908528308
self_ref_paper,0.054076110487615514
self_ref_paper,0.07526740463066861
self_ref_paper,0.05645285382219234
self_ref_paper,0.06550985114759111
self_ref_paper,0.06217197280261699
self_ref_paper,0.13181486835752998
self_ref_paper,0.06457522024461626
self_ref_paper,0.16056089971917697
zero_shot,0.07461335506489686
zero_shot,0.0885063953934998
zero_shot,0.04676934471444727
zero_shot,0.06667641780319788
zero_shot,0.0821442075781541
zero_shot,0.9043520302552795
zero_shot,0.0821442075781541
zero_shot,0.0663183054606229
zero_shot,0.04262778602462691
zero_shot,0.09176444363106462
zero_shot,0.06305360632434298
zero_shot,0.04676934471444727
zero_shot,0.07871037839736905
zero_shot,0.07871037839736905
zero_shot,0.07683300698250595
zero_shot,0.1263480968281806
zero_shot,0.08227527883668584
zero_shot,0.052020563858828694
zero_shot,0.12117700735985837
zero_shot,0.14610094743938973
zero_shot,0.059191031796028915
zero_shot,0.05205406052852757
zero_shot,0.06233507901145441
zero_shot,0.11195111144760173
zero_shot,0.0853146077867899
zero_shot,0.05756564154460486
zero_shot,0.04676934471444727
zero_shot,0.08701342251284183
zero_shot,0.08301856596541524
zero_shot,0.058321549248743776
zero_shot,0.12025129233636467
zero_shot,0.07488803939923283
zero_shot,0.04262778602462691
zero_shot,0.05347758376188194
zero_shot,0.1923676135284812
zero_shot,0.06667641780319788
zero_shot,0.050698835497168915
zero_shot,0.057734150244098226
zero_shot,0.050698835497168915
zero_shot,0.19518794586555932
zero_shot,0.05911471305713567
zero_shot,0.1297661567096593
zero_shot,0.07072703707749728
zero_shot,0.07028772821918061
zero_shot,0.07479925162843393
zero_shot,0.07683300698250595
zero_shot,0.07636641941076916
zero_shot,0.05942156407659693
zero_shot,0.05205406052852757
zero_shot,0.059191031796028915
