transport,layer,position,sign,n_pairs,n_template_families,mean_target_minus_matched,ci_low,ci_high
random_j_1,78,assistant_boundary,amplification,306,51,-0.02587734785591392,-0.05177888329316987,0.0005157900089626218
random_j_1,78,assistant_boundary,suppression,306,51,0.027007708675798717,0.0023460310456678564,0.05083583213902374
random_j_1,78,content_mean,amplification,306,51,-0.035930827190301357,-0.04395172808995472,-0.027922339226697783
random_j_1,78,content_mean,suppression,306,51,0.05001748200381186,0.042418406867344924,0.05743439659313925
random_j_1,78,last_content,amplification,306,51,0.016116782066627124,-0.0009132774057722583,0.032305077654837665
random_j_1,78,last_content,suppression,306,51,0.006781807783351954,-0.008757666936368692,0.02278242072889814
random_j_2,50,assistant_boundary,amplification,306,51,-0.07664729334342482,-0.07841316983449004,-0.07494383591992494
random_j_2,50,assistant_boundary,suppression,306,51,0.07817302359187416,0.07643776180897345,0.07992274726286766
random_j_2,50,content_mean,amplification,306,51,-0.09413649448653183,-0.09759665782800406,-0.09068270589959632
random_j_2,50,content_mean,suppression,306,51,0.09574738278321818,0.09236717176897928,0.09919195107024066
random_j_2,50,last_content,amplification,306,51,-0.07646145643782658,-0.07880727142524177,-0.07417141123211426
random_j_2,50,last_content,suppression,306,51,0.0784513110242532,0.07607120131726298,0.08090193615304812
random_j_2,55,assistant_boundary,amplification,306,51,-0.023681538479305264,-0.03415116907713335,-0.01295712830638057
random_j_2,55,assistant_boundary,suppression,306,51,0.04095952079779381,0.030884630835189573,0.0508202025669924
random_j_2,55,content_mean,amplification,306,51,-0.01600578013678946,-0.020845650576257254,-0.011136754279550293
random_j_2,55,content_mean,suppression,306,51,0.03870889746958354,0.03300033630708117,0.044539101059766155
random_j_2,55,last_content,amplification,306,51,-0.023783283571794843,-0.033149937934934974,-0.014749341765393928
random_j_2,55,last_content,suppression,306,51,0.04365188242491652,0.034564781975569794,0.05285849808331416
random_j_2,60,assistant_boundary,amplification,306,51,0.08373548661083212,0.06950160034015712,0.098058271763766
random_j_2,60,assistant_boundary,suppression,306,51,-0.08492804084199913,-0.0978412317009749,-0.0723769076033671
random_j_2,60,content_mean,amplification,306,51,0.037081919889744935,0.03049591536844055,0.04322532110701442
random_j_2,60,content_mean,suppression,306,51,-0.03605416266419209,-0.041866245186732466,-0.029859826391806024
random_j_2,60,last_content,amplification,306,51,0.03106934507605711,0.019262108590539086,0.04267339647798555
random_j_2,60,last_content,suppression,306,51,-0.02811992011379962,-0.039098043540025475,-0.01720522069494931
random_j_2,65,assistant_boundary,amplification,306,51,0.06397372631904337,0.0446344316287139,0.08493216577153125
random_j_2,65,assistant_boundary,suppression,306,51,-0.012235518326158058,-0.029805373165945163,0.00509056213520713
random_j_2,65,content_mean,amplification,306,51,0.044694651981961785,0.03755601669944749,0.051791136177352565
random_j_2,65,content_mean,suppression,306,51,-0.013080314652434265,-0.019862845664831742,-0.006382273491456797
random_j_2,65,last_content,amplification,306,51,0.03868369573196153,0.023465558538813325,0.05437401163479649
random_j_2,65,last_content,suppression,306,51,-0.01711462049522845,-0.031585636488188615,-0.002685206753846261
random_j_2,70,assistant_boundary,amplification,306,51,0.02149678470605483,0.0021945309296296117,0.041135613342126794
