transport,layer,position,sign,n_pairs,n_template_families,mean_target_minus_matched,ci_low,ci_high
random_j_5,70,content_mean,amplification,306,51,-0.017174948143518453,-0.026731674035852766,-0.007810599010766359
random_j_5,70,content_mean,suppression,306,51,0.009813184900516705,0.00088180605657102,0.018731162144218147
random_j_5,70,last_content,amplification,306,51,-0.019988062676252322,-0.036307009073408794,-0.0028681861534387595
random_j_5,70,last_content,suppression,306,51,0.0210053201856033,0.005545172272499246,0.03675742017331367
random_j_5,75,assistant_boundary,amplification,306,51,-0.026470301587751772,-0.04700418205002755,-0.00541617731358922
random_j_5,75,assistant_boundary,suppression,306,51,0.046364650167376904,0.02539814708907929,0.06694492731355912
random_j_5,75,content_mean,amplification,306,51,0.003961765881874325,-0.005734384687359861,0.013684139882056096
random_j_5,75,content_mean,suppression,306,51,0.008834217131758729,0.0005723001379854495,0.017091603142938276
random_j_5,75,last_content,amplification,306,51,-0.0038004854608028886,-0.017129066186887445,0.009406659864322915
random_j_5,75,last_content,suppression,306,51,0.016737016698564675,0.002414617479133597,0.030845981755246728
random_j_5,78,assistant_boundary,amplification,306,51,-0.02499266272777687,-0.048035926952284445,-0.002016242701729387
random_j_5,78,assistant_boundary,suppression,306,51,0.021928636031981447,-4.557143976223826e-05,0.043381976690817614
random_j_5,78,content_mean,amplification,306,51,-0.07017778241938419,-0.07943182730952351,-0.060799632240853385
random_j_5,78,content_mean,suppression,306,51,0.05778549506623462,0.04884161001223606,0.06658341802244441
random_j_5,78,last_content,amplification,306,51,-0.03837843253117457,-0.05808579366376625,-0.018449089605826516
random_j_5,78,last_content,suppression,306,51,0.020137477121346333,0.0016523289843129528,0.03879543000525849
