from_layer,to_layer,from_feature_id,to_feature_id,n_common_items,activation_spearman,decoder_cosine,top20_item_jaccard,selected_descriptive_edge
3,4,6892,4414,1110,0.05247178671633978,-0.005117863762461818,0.0,0
3,4,6892,9545,1110,0.007365956827364459,-0.07444436115769004,0.02564102564102564,0
3,4,6892,10543,1110,0.1038275143412274,-0.03084309328819771,0.02564102564102564,0
3,4,6892,16237,1110,0.17036173664659185,-0.040816314702612655,0.1111111111111111,0
3,4,7274,1149,1110,0.1742751147120861,0.01665396559744628,0.0,0
3,4,7274,4121,1110,0.08353630719133567,-0.016948398915152454,0.0,0
3,4,7274,4414,1110,0.11260209137709631,-0.01946086699812822,0.0,0
3,4,7274,9545,1110,-0.013507369917945985,-0.09670577493801358,0.0,0
3,4,7274,10543,1110,0.002691964975601069,-0.04927928893455619,0.0,0
3,4,7274,16237,1110,0.037517284385511496,0.08243185618436799,0.0,0
3,4,14792,1149,1110,0.2722148305003359,0.035061913074930826,0.17647058823529413,1
3,4,14792,4121,1110,0.20843319859283846,-0.03848985697652325,0.05263157894736842,0
3,4,14792,4414,1110,-0.012052985422934879,-0.036665237514655606,0.02564102564102564,0
3,4,14792,9545,1110,-0.10938034144302496,-0.07608763107292486,0.0,0
3,4,14792,10543,1110,0.16568950004493277,-0.054094108826364874,0.0,0
3,4,14792,16237,1110,0.48343783786008204,0.006255495064184391,0.3793103448275862,1
4,5,1149,3992,1110,0.32345214888710955,0.0053169613926415124,0.0,0
4,5,1149,5779,1110,0.20509330995387226,-0.025765053158439834,0.05263157894736842,0
4,5,1149,7645,1110,0.8837688286607316,0.7963251348020347,0.48148148148148145,1
4,5,1149,9714,1110,0.21313401015848638,-0.04095620660084628,0.1111111111111111,0
4,5,1149,10951,1110,0.11254709218525097,0.004147097890790889,0.0,0
4,5,1149,11393,1110,0.204708388099577,-0.005090957051047831,0.0,0
4,5,4121,3992,1110,0.11191742660585074,-0.017004526913203043,0.0,0
4,5,4121,5779,1110,0.21145995123240222,-0.014876589634840183,0.05263157894736842,0
4,5,4121,7645,1110,0.19564660129096517,0.02484188682280811,0.05263157894736842,0
4,5,4121,9714,1110,0.20438293787587575,-0.017890401547709812,0.17647058823529413,0
4,5,4121,10951,1110,0.05736779656989326,-0.009112630461474274,0.0,0
4,5,4121,11393,1110,0.8744503840141458,0.4833295325441835,0.08108108108108109,1
4,5,4414,3992,1110,0.08901518199513035,-0.011801545985109196,0.0,0
4,5,4414,5779,1110,0.14187504774656964,-0.059894550235673534,0.0,0
4,5,4414,7645,1110,0.09078555242882111,0.0076978654507892,0.0,0
4,5,4414,9714,1110,0.01795853679747421,-0.05568485484173663,0.02564102564102564,0
4,5,4414,10951,1110,0.31942154403228823,-0.006123643280639835,0.0,0
4,5,4414,11393,1110,-0.13669379614448215,0.39295563750541185,0.0,0
4,5,9545,3992,1110,-0.02121854447914325,-0.0814653513732581,0.0,0
4,5,9545,5779,1110,-0.09733357442285326,-0.08179223506020229,0.0,0
4,5,9545,7645,1110,-0.052528666028625715,-0.0561382149981431,0.02564102564102564,0
4,5,9545,9714,1110,0.05357246554665847,-0.053963537637595364,0.0,0
4,5,9545,10951,1110,-0.10035601514977656,0.011791155471353938,0.0,0
4,5,9545,11393,1110,-0.0022923209424850844,0.2522171451647698,0.0,0
4,5,10543,3992,1110,0.011666477419795944,-0.03259943803747917,0.0,0
4,5,10543,5779,1110,0.12956616019430706,-0.0709467044942422,0.0,0
4,5,10543,7645,1110,0.1645048504877045,-0.004008886653680067,0.0,0
4,5,10543,9714,1110,0.23553274503460445,-0.003739656077725955,0.0,0
4,5,10543,10951,1110,0.014757433796099399,-0.006497127286746161,0.0,0
4,5,10543,11393,1110,0.9130036723929067,0.867103726023417,0.08108108108108109,1
4,5,16237,3992,1110,0.16417765606270715,0.09154778263968333,0.0,0
4,5,16237,5779,1110,0.07734110073144866,0.11502459983927468,0.05263157894736842,0
4,5,16237,7645,1110,0.21395649406446507,-0.02971640736096343,0.14285714285714285,0
4,5,16237,9714,1110,0.7938783510201625,0.9414630266004613,0.7391304347826086,1
4,5,16237,10951,1110,-0.04301976192861211,-0.008762242787362182,0.0,0
4,5,16237,11393,1110,0.17568766182674994,-0.008870565936640628,0.0,0
5,6,3992,1115,1110,0.027181130236006996,-0.011401181051853483,0.0,0
5,6,3992,3510,1110,0.1540379831651009,0.004584283509297323,0.0,0
5,6,3992,4540,1110,0.23976230025430817,0.1155449717131539,0.0,0
5,6,3992,7143,1110,0.7765461064147979,0.9123323943358578,1.0,1
5,6,3992,11864,1110,0.30481760677962433,0.008062925757040786,0.0,0
5,6,3992,12260,1110,0.21349263595285836,0.026619422244383833,0.0,0
5,6,5779,1115,1110,0.1436238633097244,-0.05849561910721734,0.02564102564102564,0
5,6,5779,3510,1110,0.30495868532230874,-0.004025059807918754,0.0,0
5,6,5779,4540,1110,0.3381509614102257,0.060236026645187485,0.05263157894736842,1
5,6,5779,7143,1110,0.19161364085105448,0.051004461661041514,0.0,0
5,6,5779,11864,1110,0.18905544701261084,-0.018016401247666312,0.08108108108108109,0
5,6,5779,12260,1110,0.8834501946148923,0.9059122749924866,0.8181818181818182,1
5,6,7645,1115,1110,0.11155579856167297,0.0063046327514797405,0.0,0
5,6,7645,3510,1110,0.23190238671423757,-0.010443260550974918,0.0,0
5,6,7645,4540,1110,0.3153923939005266,-0.009127729836655774,0.08108108108108109,0
5,6,7645,7143,1110,0.2459122957605761,0.008955101607327513,0.0,0
5,6,7645,11864,1110,0.9045457475140274,0.9160187537882702,1.0,1
5,6,7645,12260,1110,0.20162666964123055,-0.005216588453795462,0.08108108108108109,0
5,6,9714,1115,1110,0.26403156361027713,-0.002972908497584372,0.0,0
5,6,9714,3510,1110,0.1726146346676611,0.015270824623404487,0.0,0
5,6,9714,4540,1110,0.22637074258395862,-0.0018015315294192407,0.02564102564102564,0
5,6,9714,7143,1110,0.11124629877402784,0.12031390584575744,0.0,0
5,6,9714,11864,1110,0.18485236708461078,-0.03038210249585007,0.1111111111111111,0
5,6,9714,12260,1110,0.1532566628676809,0.12020787274996418,0.02564102564102564,0
5,6,10951,1115,1110,0.05069108443767748,-0.012056909984283715,0.0,0
5,6,10951,3510,1110,0.6203454832429883,0.27931833672244333,0.0,1
5,6,10951,4540,1110,0.29294024143635117,0.0007215161790478359,0.0,0
5,6,10951,7143,1110,0.10479011978258913,-0.023553009934412877,0.0,0
5,6,10951,11864,1110,0.12076887830747106,0.01289460684349452,0.0,0
5,6,10951,12260,1110,0.12071945516764578,-0.0042519302128717715,0.0,0
5,6,11393,1115,1110,0.9060569605881398,0.9185658731123539,0.14285714285714285,1
5,6,11393,3510,1110,0.27727071963964806,0.007328823636238827,0.0,0
5,6,11393,4540,1110,0.27132435434873836,-0.039060692211572476,0.02564102564102564,0
5,6,11393,7143,1110,0.09247480697293357,-0.018608876947756984,0.0,0
5,6,11393,11864,1110,0.20883045307190273,0.01839402806424559,0.0,0
5,6,11393,12260,1110,0.17644898677339405,-0.05318694722527534,0.0,0
6,7,1115,3333,1110,0.24884026225546885,-0.0026439859624800923,0.08108108108108109,0
6,7,1115,5976,1110,0.23006459853788105,-0.006435301466055264,0.0,0
6,7,1115,10082,1110,0.09589466084592947,-0.004157654844023577,0.0,0
6,7,1115,11393,1110,0.9248108301007507,0.9538777021747502,0.05263157894736842,1
6,7,1115,13264,1110,-0.0446118350836714,0.45077997554659777,0.0,0
6,7,1115,14447,1110,0.037096302083580876,-0.016070173598472605,0.0,0
6,7,3510,3333,1110,0.426441412456352,0.08911878486709844,0.0,1
6,7,3510,5976,1110,0.774722869734399,0.5256922667835106,0.42857142857142855,1
6,7,3510,10082,1110,0.11673114176551784,-0.0068293690171789285,0.0,0
6,7,3510,11393,1110,0.29665039246993197,-0.004350531273657632,0.0,0
6,7,3510,13264,1110,0.22117322865032513,-0.036746318007924696,0.0,0
6,7,3510,14447,1110,0.16161547337168505,0.013327953898519996,0.0,0
6,7,4540,3333,1110,0.5124046212493023,0.05814124214678823,0.0,1
6,7,4540,5976,1110,0.32205737413951807,0.0032332395160522913,0.02564102564102564,0
6,7,4540,10082,1110,0.25884568823942594,-0.012125742423130257,0.08108108108108109,0
6,7,4540,11393,1110,0.2869120228327533,-0.04224119852392786,0.0,0
6,7,4540,13264,1110,0.2050768940425864,-0.07712877886430268,0.02564102564102564,0
6,7,4540,14447,1110,0.22177758955247587,0.1492400448320771,0.0,0
6,7,7143,3333,1110,0.6297420743791332,0.2343370193581145,0.3333333333333333,1
6,7,7143,5976,1110,0.2080170537770468,0.007885094133073848,0.0,0
6,7,7143,10082,1110,0.20101149828391326,-0.0029132389945910006,0.0,0
6,7,7143,11393,1110,0.10191947437393913,-0.02355685344145503,0.0,0
6,7,7143,13264,1110,0.10673838762252914,0.0032012428513306435,0.0,0
6,7,7143,14447,1110,0.8175336675698457,0.927265327536335,1.0,1
6,7,11864,3333,1110,0.2738883499186704,0.0017553341645491478,0.0,0
