sae_key,model_kind,site,layer,width,construct,selected_feature_ids,discovery_contrast,selection_contrast,confirmation_contrast,reconstruction_fvu
pt_res_l40_w16384,pretrained_sae_on_instruction_model,residual_post,40,16384,hedging_refusal,8097|5619|4843|8503|13242|739,0.3549640476703644,0.3595043085515499,0.38153963039318717,0.46958322226445054
pt_res_l40_w16384,pretrained_sae_on_instruction_model,residual_post,40,16384,subjective_self_report,5742|16106|15114|11845|7058|8503,0.2748261755332351,0.3061118523279826,0.2999600830177466,0.46958322226445054
pt_res_l41_w16384,pretrained_sae_on_instruction_model,residual_post,41,16384,deception_roleplay,14117|2547|2460|2886|11918|16227,0.13210232156173637,0.09654310066252947,0.10210711074372134,2.222567887694263
pt_res_l41_w16384,pretrained_sae_on_instruction_model,residual_post,41,16384,hedging_refusal,3612|12240|988|12387|2203|14216,0.15308749210089445,0.13820890771845976,0.13850794173777103,2.222567887694263
pt_res_l41_w16384,pretrained_sae_on_instruction_model,residual_post,41,16384,subjective_self_report,14216|10928|10993|11345|1242|13496,0.05271675996482372,0.08466440811753273,0.056590001409252494,2.222567887694263
pt_res_l4_w16384,pretrained_sae_on_instruction_model,residual_post,4,16384,deception_roleplay,10543|4414|4121|16237|9545|1149,0.32714159255071235,0.25867735284070176,0.2621954244871934,0.21579127886868446
pt_res_l4_w16384,pretrained_sae_on_instruction_model,residual_post,4,16384,hedging_refusal,14501|9545|2544|14484|3487|13225,0.30263075060308137,0.2301403118763119,0.24916695097150904,0.21579127886868446
pt_res_l4_w16384,pretrained_sae_on_instruction_model,residual_post,4,16384,subjective_self_report,7443|2544|10975|13606|3193|3168,0.2012825936617446,0.1394324159870545,0.18144812847215994,0.21579127886868446
pt_res_l5_w16384,pretrained_sae_on_instruction_model,residual_post,5,16384,deception_roleplay,11393|10951|3992|7645|9714|5779,0.2596838201425271,0.21639263878266018,0.21542776397351798,0.19509027627278203
pt_res_l5_w16384,pretrained_sae_on_instruction_model,residual_post,5,16384,hedging_refusal,3040|3490|5945|10097|9406|12091,0.37979228493835154,0.2709098561511685,0.30389354820363224,0.19509027627278203
pt_res_l5_w16384,pretrained_sae_on_instruction_model,residual_post,5,16384,subjective_self_report,615|5945|1335|9406|7594|8332,0.2037328412067533,0.16261720040347427,0.19967327494911538,0.19509027627278203
